,group_0_ICC_2,group_1_ICC_2,group_0_kappa,group_1_kappa,group_0_PABAK,group_1_PABAK,group_0_PAK,group_1_PAK,group_0_BAK,group_1_BAK
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01,0.9984702507732587,0.9988271918924939,0.9915982964774424,0.9987687674387706,0.9916716777989528,0.9990407673860912,0.9916717955640424,0.9990407744666573,0.9915981787123528,0.9987687603582044
0.02,0.9970079374972715,0.9966980670887227,0.9836022672981704,0.984845215041053,0.9837134373155738,0.9884899496286261,0.9837139264079457,0.988490727382097,0.9836017782057984,0.9848444372875822
0.03,0.9960425335586468,0.9948353902377572,0.9792007249544827,0.981221306466405,0.9793743224900691,0.9858506928946159,0.9793765337388244,0.9858507838607352,0.9791985137057276,0.9812212155002855
0.04,0.9940488221386461,0.9927956433530042,0.9666677189150288,0.962692767841617,0.9669706517563567,0.9717559196896136,0.9669738067638882,0.9717577011185593,0.9666645639074971,0.9626909864126716
0.05,0.9928301940954375,0.9934590750060085,0.9621818114139234,0.9711337811414191,0.9625827010844903,0.9789143604243931,0.962584728151184,0.9789166466258914,0.9621797843472297,0.9711314949399208
0.06,0.9918291964963528,0.9901673429018564,0.956692235893892,0.9667750161878701,0.957189467408498,0.975223034309084,0.9571993038410754,0.9752256131044321,0.9566823994613145,0.9667724373925219
0.07,0.9895987927025386,0.9879009638764433,0.9398917753934827,0.9622494760260919,0.940561387800388,0.9717253334002734,0.9405876333808687,0.9717303355437528,0.939865529813002,0.9622444738826126
0.08,0.9893039889546227,0.9850425806843038,0.9543532271656323,0.9280251000331262,0.9548163692771947,0.946749658892258,0.9548229775131107,0.9467684161850753,0.9543466189297165,0.9280063427403089
0.09,0.9866333302075073,0.9849840688290941,0.9283291372208564,0.9475686829442234,0.929239113004316,0.9611953200702515,0.9292727691805072,0.9612011971928478,0.9282954810446654,0.9475628058216271
0.1,0.9862554827195336,0.9841780748872235,0.9284065412516455,0.9426439922331884,0.9292008685247429,0.9572243334636324,0.9292255379030051,0.9572281345835728,0.9283818718733834,0.942640191113248
0.11,0.9834072732577432,0.9816992418852367,0.9183674999210212,0.9309627362566582,0.9194306531152492,0.9487412828148596,0.9194730465397651,0.9487490894432614,0.918325106496505,0.9309549296282562
0.12,0.9826257392197096,0.97959959564626,0.9083414315778274,0.9218475643917532,0.9093940828504709,0.9419782575059207,0.9094517608012331,0.9419945711897956,0.9082837536270649,0.9218312507078782
0.13,0.9803057468530989,0.9786819512791194,0.90908247309693,0.913954070286964,0.9101227658488341,0.9363731159586223,0.9102080216148722,0.9363881920700416,0.9089972173308919,0.9139389941755445
0.14,0.9782337072125527,0.9753403998094072,0.8919714731722742,0.9139192344087697,0.8934156049563551,0.9363442434292715,0.8935233975552169,0.9363663824925063,0.8918636805734126,0.9138970953455349
0.15,0.9773975584754575,0.9735311493012666,0.8912800176185204,0.9036510408373353,0.8927649933240103,0.9296321224548876,0.8928619365656463,0.9296759749619483,0.8911830743768846,0.9036071883302743
0.16,0.9773966054318377,0.9720345524723937,0.8938848159543523,0.8937338617249427,0.8953444528509678,0.9227699647974619,0.895436791621336,0.922813677084583,0.8937924771839845,0.8936901494378218
0.17,0.9733584308709421,0.9690276820269885,0.8768463507482069,0.8696720480387207,0.8784171839380004,0.9047827019045294,0.8786059343812381,0.9048387022874597,0.8766576003049694,0.8696160476557901
0.18,0.9724649435247498,0.9694440583948701,0.8621380106749335,0.8601019552356277,0.8643082188373477,0.8983378265924913,0.8645355400328377,0.8984833956106983,0.8619106894794435,0.8599563862174208
0.19,0.9720119457793945,0.9643636716197138,0.8671368113588125,0.8553470347740747,0.8687869319518338,0.8955415822144687,0.8690195567849,0.8956882731149948,0.8669041865257462,0.8552003438735489
0.2,0.9689350639907441,0.9659852439690729,0.8451091032596109,0.8663485460275793,0.8475464222232045,0.9030272755938696,0.8478392015635723,0.9031108118614084,0.8448163239192432,0.8662650097600408
0.21,0.9667681622740749,0.9644969788480786,0.839388339833698,0.8524075985396635,0.8417830854670821,0.8924429788647817,0.8420698635035704,0.8925615558940934,0.8391015617972097,0.8522890215103522
0.22,0.9655286718386323,0.9614118461095579,0.8374891637711303,0.8499522772771273,0.8401690831836401,0.8902155714226959,0.8404726108851996,0.8903037009857394,0.8371856360695705,0.8498641477140836
0.23,0.9655380816057576,0.9577916076798869,0.8371177303849956,0.8405669112473129,0.8396902197445062,0.8846386624321394,0.8401026625832818,0.8847980522295643,0.83670528754622,0.840407521449888
0.24,0.9643570915059971,0.9573525265281624,0.8304694455826217,0.8382929211092094,0.8333409797939483,0.8850548822854231,0.8338361216075508,0.8852832466733395,0.8299743037690195,0.838064556721293
0.25,0.9611151020590298,0.9546463931763114,0.8229687863947452,0.8339237646840882,0.8260220364649534,0.8800930080900855,0.8264966831488675,0.8802714194329038,0.822494139710831,0.8337453533412698
0.26,0.961135863572345,0.9537229571784953,0.810621099943026,0.8288910653528353,0.8140195064358414,0.8765092718964634,0.8146176422520526,0.8766681000709019,0.8100229641268148,0.8287322371783968
0.27,0.9594761189784713,0.9494198874557241,0.8174559126096467,0.8367470866137527,0.8205241466456927,0.8811958128082942,0.82102806027753,0.881307901297282,0.8169519989778096,0.8366349981247652
0.28,0.9570742980822879,0.9524093113646206,0.7960881522435669,0.8267118332349973,0.799787114905591,0.8743980719360713,0.800321709500986,0.8746116258391341,0.7955535576481718,0.8264982793319346
