,group_0_ICC_2,group_1_ICC_2,group_0_kappa,group_1_kappa,group_0_PABAK,group_1_PABAK,group_0_PAK,group_1_PAK,group_0_BAK,group_1_BAK
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01,0.9986005911647243,0.9976528140033059,0.9929858701938118,0.9885993768454965,0.9930690308169219,0.9914350825819271,0.9930690617915175,0.9914353357903154,0.9929858392192161,0.9885991236371081
0.02,0.9963313482131617,0.9951199168857219,0.9796509315379154,0.9770322081925334,0.9798963493927374,0.9829071150090126,0.9798966841918879,0.9829076072256984,0.9796505967387649,0.9770317159758477
0.03,0.9947259427537057,0.993477950995263,0.9687170514280308,0.9661038183126129,0.968985665390746,0.974314653462274,0.968986544030747,0.9743152264306685,0.9687161727880298,0.9661032453442184
0.04,0.9932252680782933,0.9909759104939587,0.9578712954397538,0.9610514268478136,0.9582609581641031,0.9705325845969572,0.9582652756259975,0.9705330284647479,0.9578669779778591,0.9610509829800229
0.05,0.9913875636804994,0.9900370850869245,0.9597980764646564,0.9583906610606927,0.9601718847952515,0.9684158969342687,0.9601748925991712,0.9684180432163719,0.9597950686607366,0.9583885147785896
0.06,0.9889675804922549,0.9852992262528467,0.9318530970971229,0.9410493049885975,0.932625899903336,0.9561475703738479,0.9326330555897939,0.9561551224923978,0.9318459414106652,0.9410417528700474
0.07,0.9865380282702706,0.9842955798027162,0.9305348352803211,0.9289729468119731,0.9312180540709623,0.9475526540715871,0.9312318322829066,0.9475559418838007,0.9305210570683767,0.9289696589997595
0.08,0.9859484663553877,0.9851650086224035,0.9295914468979255,0.9375116566805175,0.9302824779417096,0.9526191203714169,0.9302920088016478,0.9526266830817238,0.9295819160379872,0.9375040939702108
0.09,0.9829553366697514,0.97961050600444,0.9161119857446629,0.9210977966364888,0.9169594366443551,0.9418760829967596,0.9169763240094589,0.941885091861342,0.916095098379559,0.9210887877719063
0.1,0.9812558006162628,0.979553974309624,0.9066355318321581,0.9077684293229817,0.9076032413991602,0.9314744506899799,0.9076210850568991,0.9314843777495184,0.9066176881744191,0.907758502263443
0.11,0.9801793395018628,0.9767857121908934,0.8955764945988678,0.9059803504399155,0.8967019868753539,0.930145074549969,0.8967185332606059,0.9301596358836882,0.895559948213616,0.9059657891061963
0.12,0.9765654245888665,0.9726433841480617,0.8782522995806913,0.8894811995583028,0.8796120043385317,0.9172582382088059,0.8796648692295571,0.9172689444668641,0.8781994346896657,0.8894704933002447
0.13,0.9767295009998204,0.9723015364236087,0.8757299015896753,0.875508295585087,0.8770240741904158,0.9093506962224709,0.8770578360076005,0.909413961390063,0.875696139772491,0.8754450304174949
0.14,0.9747728414966463,0.9696881236940946,0.879225516717896,0.8845675155401838,0.8806351379500488,0.9144157330986917,0.8806856418541734,0.9144512338334095,0.8791750128137711,0.884532014805466
0.15,0.9739681567865139,0.9699401432259677,0.8732014443200425,0.8734740797598237,0.8746249620961375,0.9057801209552572,0.8747014284349552,0.9057925212465434,0.8731249779812247,0.8734616794685375
0.16,0.9703522371110347,0.9639748750082268,0.8604489146841028,0.8505476784204156,0.8619365420190904,0.8886341314874965,0.8620551850939385,0.8886548068566377,0.8603302716092545,0.8505270030512744
0.17,0.9671136073533523,0.9630973006844957,0.8452772403742067,0.8549019525571613,0.847147427395301,0.8918058689108026,0.8472788638150079,0.8918194026566632,0.8451458039544997,0.8548884188113007
0.18,0.9670887682758804,0.9590620382543997,0.8445108662951633,0.8817151744857454,0.8466416257464587,0.9115365812121914,0.8467709272961234,0.9115451073167513,0.8443815647454986,0.8817066483811855
0.19,0.9651048194466387,0.9590281384398149,0.8401737542117038,0.8360351601249274,0.8423045798294975,0.8778350515188503,0.8424848595248975,0.8778639328260317,0.8399934745163039,0.836006278817746
0.2,0.9619254409383101,0.9579682221564452,0.8202747124054934,0.823410491554036,0.8228444324291424,0.870481907678203,0.8230723393486669,0.8705449642922994,0.8200468054859689,0.8233474349399398
0.21,0.9623925419925319,0.9558053730499644,0.826513858696385,0.8361276915133995,0.8289294414025988,0.8793482051101185,0.8291302252998382,0.8793818049548457,0.8263130747991457,0.8360940916686722
0.22,0.9611888294773905,0.9530010539373366,0.8161416803655207,0.8374961762661748,0.8189565723291592,0.8791962764555421,0.8192056862704439,0.8792295259262799,0.815892566424236,0.8374629267954372
0.23,0.9593323834995283,0.9552666743477589,0.8153868480599,0.8449369697945709,0.8177320803325727,0.8856434324235455,0.8179196734468228,0.8856949963347323,0.8151992549456502,0.844885405883384
0.24,0.9545313055115379,0.9444371799308058,0.8085101538263393,0.7906602303106481,0.8112503230950713,0.8461425114110638,0.8115679129602104,0.8462099171492692,0.8081925639612001,0.7905928245724426
0.25,0.9578624352317032,0.9454315314542555,0.8056933622316617,0.8008834553313591,0.8082874845790953,0.8527924344748541,0.8084932163094727,0.8528384754306064,0.8054876305012844,0.8008374143756068
0.26,0.9508301277936286,0.9476324784179153,0.7792280820302482,0.8026128140560473,0.7822436675856979,0.8544412415469063,0.7826777354161866,0.8545195557949148,0.7787940141997595,0.8025344998080388
0.27,0.9511253980215437,0.9414014300011884,0.7869304685469778,0.7909372207181861,0.7902332506429964,0.8475909000180156,0.7906957239375737,0.8476428476959106,0.7864679952524005,0.7908852730402909
0.28,0.9475668516871141,0.9435803114189607,0.7741186499077661,0.7853570958483544,0.777455386759733,0.8411497665900052,0.7779509717550362,0.8412114564761113,0.7736230649124629,0.7852954059622483
0.29,0.9486769900093366,0.93724306036979,0.7791384917559219,0.7690825711422736,0.7823479847580563,0.8306121777336696,0.7828491681512255,0.8307280349305325,0.7786373083627527,0.7689667139454106
0.3,0.9460548740182798,0.9347247176960977,0.7612993044629074,0.7650368930290309,0.7648692522872027,0.8266556227847758,0.765390675127269,0.8267471955889019,0.7607778816228412,0.764945320224905
